서비스ID,수혜구분,보조사업여부,서비스명,서비스 목적,법령,행정규칙,자치법규,지원대상,선정기준,지원내용,온라인신청URL,신청절차,신청기한 시작일,신청기한 종료일,신청기한 상세,구비서류,소관기관유형,소관기관명,소관부서명,문의처명,문의처전화번호,문의처사이트URL,서비스분류,생애주기,서비스 대상지역,대상특성 및 가구유형,지원유형,지원형태,대국민표출여부
372000000000 ,수혜적,국고보조사업,화훼 상토 지원,,"[법률]자유무역협정 체결에 따른 농어업인 등의 지원에 관한 특별법(제5조, 제1항)",없음,없음,"○ 시설하우스 내 화훼 생산자 및 단체(작목반), 농업경영체 등",해당없음,○ 화훼생산에 필요한 상토를 지원하여 농산물의 품질개선 등 안정적인 농산물 생산으로 농가소득 증대,,○ 방문 신청 - 시군구 : 관할 구청 방문 신청 등,,,없음,해당없음,시군구,울산광역시 북구,농수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
372000000000 ,수혜적,국고보조사업,축산 환경 개선,축산농가에 축산분뇨처리 장비 지원,"[법률]축산법(제3조, 제2항)",없음,없음,○ 전업규모 이상 축산농가로 가축분뇨배출허가(신고) 된 농가,해당없음,○ 가축분뇨를 체계적으로 처리할 수 있는 장비 지원으로 축산농가 노동력 절감 및 환경오염 방지,,○ 방문 신청 - 시군구 : 관할 구청 방문 신청 등,,,없음,해당없음,시군구,울산광역시 북구,농수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
372000000000 ,수혜적,국고보조사업,아토피 천식 예방관리 서비스 지원,,"[법률]보건의료기본법(제41조)||[법률]국민건강증진법(제6조, 제1항)",없음,없음,○ 만18세 미만 알레르기 질환을 가진 주민,해당없음,○ 알레르기질환 아동에게 보습제 등 물품 지원,,○ 방문 신청 - 보건소 : 관할 보건소 신청,,,없음,"건강보험 납부확인서, 진료확인서 또는 진단서",시군구,울산광역시 북구,건강증진과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
372000000000 ,수혜적,국고보조사업,치매환자 배회감지기 대여,,[법률]노인복지법||[법률]노인장기요양보험법(제23조),없음,없음,○ 관내 주소지를 둔 치매환자,해당없음,○ 관내 주소지를 둔 실종 위험이 있는 치매환자에게 배회감지기 대여,,울산 북구 치매안심센터 방문신청,,,없음,복지욕구급여확인서(장기요양등급자),시군구,울산광역시 북구,건강증진과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
372000000000 ,수혜적,국고보조사업,수산정책보험료 지원,,[법률]어선원 및 어선 재해보상보험법||[법률]농어업인의 안전보험 및 안전재해예방에 관한 법률,없음,없음,○ 관내에 주소지와 선적항을 둔 어선어업인 및 어업근로자,해당없음,○ 수산정책보험 가입금액 일부 지원,,○ 방문 신청 - 기타 : 보험회사(수협),,,없음,해당없음,시군구,울산광역시 북구,농수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(보험),표출
372000000000 ,수혜적,국고보조사업,산모·신생아 건강관리 지원,,[법률]저출산ㆍ고령사회기본법(제8조)||[법률]모자보건법(제15조의18),없음,없음,○ 관내 출산가정,해당없음,○ 산모신생아 건강관리 지원,http://www.bokjiro.go.kr,○ 온라인 신청 - 복지로 : www.bokjiro.go.kr - 정부24: www.gov.kr○ 방문 신청 - 보건소 : 관할 보건소 방문,,,없음,해당없음,시군구,울산광역시 북구,건강증진과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,이용권,표출
372000000000 ,수혜적,국고보조사업,농기계 종합보험료 지원,,[법률]농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법||[법률]농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법(제4조),없음,없음,○ 보험대상 농기계(12종)를 소유 또는 관리하는 농업경영체 등록된 만19세 이상의 농업인 또는 농업법인,해당없음,○ 농기계 종합보험 가입금액 일부 지원,,○ 방문 신청 - 기타 : 보험회사,,,없음,해당없음,시군구,울산광역시 북구,농수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(보험),표출
372000000000 ,수혜적,국고보조사업,사료자동급이기 설치 지원,,"[법률]축산법||[법률]축산법(제3조, 제2항)",없음,없음,○ 가축사육업 등록(허가)농가,해당없음,○ 소 사육농가에 사료자동급이기 설치 지원으로 사육환경개선 및 개체관리 강화,,○ 방문 신청 - 시군구 : 관할 구청 방문 신청 등,,,없음,해당없음,시군구,울산광역시 북구,농수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
372000000000 ,수혜적,국고보조사업,출산지원금 지원,,"[법률]저출산ㆍ고령사회기본법||[법률]저출산ㆍ고령사회기본법(제10조, 제1항)",없음,없음,○ 출생아의 부 또는 모가 출생신고일 전후 1개월 이상 울산 북구에 주민등록을 두고 거주,해당없음,"○ 첫째아 60만원, 둘째아 50만원, 셋째아 이상 100만원 지원",,○ 온라인 신청 - 정부24 : http://www.gov.kr○ 방문 신청 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청※ 출생일로부터 6개월 이내 신청,,,없음,해당없음,시군구,울산광역시 북구,가족정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
372000000000 ,수혜적,국고보조사업,예방접종 후 이상반응 피해보상 지원,,[법률]감염병의 예방 및 관리에 관한 법률(제30조)||[법률]감염병의 예방 및 관리에 관한 법률(제71조)||[부령]감염병의 예방 및 관리에 관한 법률 시행규칙(제47조)||[대통령령]감염병의 예방 및 관리에 관한 법률 시행령(제21조)||[대통령령]감염병의 예방 및 관리에 관한 법률 시행령(제29조),없음,없음,○ 예방접종 후 이상반응으로 진료비 중 본인부담금이 발생한 경우,해당없음,○ 예방접종 후 이상반응 발생일로부터 5년 이내 신청 가능하며 진료비 중 본인부담금이 발생한 경우 의료비 지원,https://nip.kdca.go.kr,○ 온라인 신청  - 예방접종도우미 사이트 : nip.kdca.go.kr 웹 신고○ 기타 - 관할 보건소 방문 신청,,,없음,?,시군구,울산광역시 북구,보건행정과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,서비스(의료),표출
373000000000 ,수혜적,국고보조사업,효도이용권(노인 목욕 및 이·미용비) 지원,,[법률]노인복지법,없음,[조례]울산광역시 울주군 노인 목욕비 및 이ㆍ미용비 지원 조례,"○ 관내 만65세이상 어르신  ※ 복지시설입소자, 장기요양기관 방문목욕 대상자 제외 ※ 타 바우처 대상자 제외",해당없음,"○ 관내 만 65세 이상 어르신에게 분기별 효도이용권 15,000원 지급(연간 60,000원) ※ 복지시설입소자, 장기요양기관 방문목욕 대상자 제외",,"○ 방문 신청 - 주민센터 : 관할 주민센터 방문 - 본인 : 신분증 지참 - 가족대리 : 대상자 및 방문자 신분증 지참, 관계증빙서류",,,없음,"신분증, 신청서, 대리 신청시 관계증빙서류",시군구,울산광역시 울주군,노인장애인과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,이용권,표출
373000000000 ,수혜적,국고보조사업,동물복지차량 한우 수송비 지원,,[법률]축산법,없음,없음,○ 동물복지차량을 이용하여 한우 수송을 한 관내 한우사육농가,해당없음,"○ 동물복지차량 한우수송 장려금 지원 : 동물복지차량을 이용하여 한우 수송을 한 관내 한우사육농가에게 보조금 지원 - 김해 20천원/두, 고령 40천원/두, 그외지역 50천원/두",,○ 방문 신청 - 기타 : 전국한우협회 울산광역시지회(052-262-5840),,,없음,해당없음,시군구,울산광역시 울주군,축수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,차상위계층 국민건강보험료 및 노인장기요양보험료 지원,,없음,없음,[조례]울산광역시 울주군 차상위계층 국민건강보험료 및 노인장기요양보험료 지원 조례,"○ 기준중위소득 50%이하의 노인세대, 장애인세대,한부모가족, 다자녀가정 중 보건복지부장관이 정한 최저보험료 이하인 가구",해당없음,"○ 울주군 지역가입자로서 차상위계층인 노인세대, 장애인세대, 한부모가족, 다자녀가정 중 보건복지부장관이 정한 최저보험료인 세대의 건강보험료 및 장기요양보험료 지원",,○ 개인 신청절차 없음  - 건강보험공단 추출,,,해당사항없음,해당사항없음,시군구,울산광역시 울주군,노인장애인과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(보험),표출
373000000000 ,수혜적,국고보조사업,가축 재해보험 지원,,[법률]농어업재해보험법,없음,없음,○ 가축재해보험에 가입하는 축산농업인 및 축산업 관련 법인,해당없음,○ 가축 재해보험 가입비 지원,,○ 방문 신청 - 기타 : NH농협손해보험 본소 및 지소,,,없음,해당없음,시군구,울산광역시 울주군,축수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(보험),표출
373000000000 ,수혜적,국고보조사업,로컬푸드 포장재 지원사업,,없음,없음,[조례]울산광역시 울주군 로컬푸드 육성 및 지원에 관한 조례,○ 로컬푸드 출하 농업인,해당없음,○ 관내 로컬푸드 직매장(6개소)에 농산물을 출하하는 농업인에게 로컬푸드 소형포장필름 지원,,○ 방문 신청 - 기타 : 로컬푸드 직매장 방문 신청,,,없음,해당없음,시군구,울산광역시 울주군,농업정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
373000000000 ,수혜적,국고보조사업,송아지 생산안정 지원,,[법률]축산법,없음,없음,○ 한우암소 사육농가로 가입 희망농가,해당없음,○ 송아지 평균가격 거래액이 보전금 지급 기준에 따른 안정 기준 가격보다 떨어질 경우 차액 보전,,○ 방문 신청 - 기타 : 울산축산농협 본소 및 지소,,,없음,해당없음,시군구,울산광역시 울주군,축수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,저소득주민자녀 장학금 지원,,없음,없음,[조례]울산광역시 울주군 저소득주민자녀 장학금 지급 조례,"○ 생계급여, 의료급여, 주거급여, 교육급여, 차상위계층 및 기준중위소득 65% 이하의 성적우수자",해당없음,"○ 기초생활수급자 및 차상위계층, 중위소득 65%이하 중·고등학생 중 학업성적 우수자에게 장학금 지원",,○ 학교에서 학생추천- 등본상 거주지 읍면사무소 방문신청도 가능,,,매년 5월 경,"학교장 및 읍면장 추천서, 성적증명서, 통장사본, 소득증명서류(중위소득 65%이하) 등",시군구,울산광역시 울주군,노인장애인과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(장학금),표출
373000000000 ,수혜적,국고보조사업,셋째 이상 자녀 입학축하금 지원,,없음,없음,[조례]울산광역시 울주군 출산장려 지원 조례,"○ 입학일 기준 6개월 전부터 부 또는 모와 함께 울주군에 주민등록을 두고 거주 중이며,○ 신청시점에도 울주군 거주 및 주민등록상 등재 된 셋째이상 자녀",해당없음,○ 셋째 이상인 자녀가 ‘23년 초·중·고등학교 최초 입학시 입학축하금 지원 - 1인당 30만원,,"○ 방문 신청  - 주민센터 : 입학자녀의 거주지 행정복지센터 방문 신청 - 구비서류 : 입학축하금 신청서, 보호자 통장사본",,,없음,해당없음,시군구,울산광역시 울주군,여성가족과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,울주 청소년 성장지원금 지원,,없음,없음,[조례]울산광역시 울주군 청소년 성장지원금 지원 조례(제3조)||[조례]울산광역시 울주군 청소년 성장지원금 지원 조례,"○ 신청일 기준, 1년 이상 군에 주민등록을 두고 있는 만18세이면서, 대학입학 또는 입학예정, 대학진학을 목표로 하는 청소년 ※ 2023년 시행기준 지원대상자 : 2004. 1. 1. ~ 12. 31. 출생자",해당없음,"○ 지원항목 : 도서구입비, 전자기기, 악기·화구·운동기구 구입, 문화활동비 등○ 지원방법 : 1인당 최대 1,000천원 바우처 지급- 교통비 20만원(선불교통카드)- 바우처포인트 분기별 200천원씩 지급○ 전출 또는 타 사업 중복, 자격이행 추가서류 미제출 시 지원중지",,○ 방문 신청 - 주민센터 : 거주지 관할 읍면 행정복지센터에 방문 신청,,,2023.2.15.~11.30.까지(집중신청기간 : 2.15.~3.31.),"최초 신청시 : 초본(주소변동이력 포함), 대학교등록금 납부영수증, 수능과목 수강 등록 영수증 등4분기 지급시 : 재학증명서, 군휴학증명서 등 자격확인 서류",시군구,울산광역시 울주군,여성가족과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,이용권,표출
373000000000 ,수혜적,국고보조사업,울주군 출산장려금 지원,,[법률]저출산ㆍ고령사회기본법,없음,[조례]울산광역시 울주군 출산장려 지원 조례,"○ 울주군 출산장려금 : 부 또는 모가 영아의 출생일을 기준으로 6개월 이전부터 계속하여 군에 주소를 두고 실제 거주하며, 출생일부터 12개월 이내에 신청",해당없음,"○ 울주군 출산장려금 : 첫째아 70만원, 둘째아 250만원(5개월분할), 셋째아 이상 500만원(10개월 분할)",,○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청○ 온라인 신청 - 정부24,,,없음,해당없음,시군구,울산광역시 울주군,여성가족과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,돼지고기 품질개선 장려금 지원,,[법률]축산법,없음,없음,○ 관내 양돈농가,해당없음,"○ 돼지고기품질개선 장려금 지원 : 관내 양돈농가에게 규격돈 생산출하를 지원 - 1+등급 7천원, 1등급 3천원",,○ 방문 신청 - 기타 : 대한한돈협회 울산지부(052-262-2921),,,없음,해당없음,시군구,울산광역시 울주군,축수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,양계농가 1회용 난좌 지원,,[법률]축산법||[법률]가축전염병 예방법(제3조),없음,없음,○ 가축사육업 허가된 산란계 종가,해당없음,"○ 축산업 허가된 산란계 사육농가에서 1회용 난좌 구입비 신청시 대상자 확정 후 사업 추진 - 사업량 : 난좌 75만개 - 사업비 : 1억원(시비 25%, 군비 35%, 자부담 40%)",,○ 방문 신청  - 주민센터 : 읍면행정복지센터 산업팀을 통하여 사업계획서에 첨부된 사업신청서 제출,,,없음,해당없음,시군구,울산광역시 울주군,축수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,과수 인공수분용 화분 지원,,[법률]자유무역협정 체결에 따른 농어업인 등의 지원에 관한 특별법(제5조),없음,없음,"○ 과수(배, 참다래) 재배 농가",해당없음,"○ 과수(배, 참다래) 농가에게 인공수분용 화분 구입비 지원",,○ 방문 신청 - 기타 : 소속 농협,2023-01-27,2023-02-17,없음,과수 인공수분용 화분 구입 서류,시군구,울산광역시 울주군,농업정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
373000000000 ,수혜적,국고보조사업,울주군 출산축하용품 지원,,[법률]저출산ㆍ고령사회기본법,없음,[조례]울산광역시 울주군 출산장려 지원 조례,"○ 울주군 출산축하용품 : 영아의 출생일 전부터 군에 주소를 두고, 출생일부터 12개월 이내에 신청",해당없음,"○ 울주군 출산축하용품 : 출생아 1명당 10만원 상당의 포인트 지원   - 지원물품 : 기저귀, 분유, 물티슈, 출산/육아용품, 장난감",,○ 방문 신청 - 행정복지센터센터 : 거주지 관할 읍면 행정복지센터에 방문 신청,,,없음,해당없음,시군구,울산광역시 울주군,여성가족과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,이용권,표출
373000000000 ,수혜적,국고보조사업,공공비축 벼 매입용 톤백 지원,,"[법률]농업ㆍ농촌 및 식품산업 기본법(제4조, 제1항)",없음,없음,○ 농업인,해당없음,"○ 신청일 기준 울주군에 주소를 둔 관내(또는 울주군 연접 농지) 벼 재배농가에 톤백 지원○ 지원기준 : 농지면적 2,000m2 당 톤백 1매, 농가당 20매 한도",,○ 방문 신청 - 주민센터 : 사업신청서를 작성하여 주소지 읍면 행정복지센터에 제출,,,하반기(상세 시기 문의 요망),해당없음,시군구,울산광역시 울주군,농업정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
373000000000 ,수혜적,국고보조사업,수산정책보험료 지원,,[법률]농어업재해대책법,없음,없음,"○ 전년도 어선원어선 재해보상보험을 가입하고 보험료를 납부한 관내 어선 선주, 전년도 어업인 재해보상보험을 가입하고 보험료를 납부한 관내 어업인",해당없음,"○ 전년도 어선원·어선·어업인 재해보상보험료 자부담 일부 지원 ※ 어선, 어선원 재해보상보험의 경우 어선 톤급별 지원율 차등 지원",,○ 방문 신청 - 기타 : 울산수산업협동조합,,,없음,해당없음,시군구,울산광역시 울주군,축수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(보험),표출
373000000000 ,수혜적,국고보조사업,국민기초생활수급자 쓰레기 처리 지원,,없음,없음,"[조례]울산광역시 울주군 폐기물관리에 관한 조례(제21조, 제1항)||[조례]울산광역시 울주군 음식물류 폐기물 발생억제, 수집ㆍ운반 및 재활용에 관한 조례(제11조, 제3항)",○ 울주군 거주자 중 국민기초생활수급자(생계급여 및 의료급여 수급권자),해당없음,○ 국민기초생활수급자 종량제봉투 무상지원   - 지원내용: 국민기초생활수급자 1인당 종량제봉투 20L 9매/분기 지원(월3매)   - 지원시기: 매분기 초(분기 시작 1일 기준 거주 기초생활수급자 지원)○ 국민기초생활수급자 음식물류폐기물 납부필증(칩) 및 수수료 무상지원   - 지원내용 : 국민기초생활수급자 세대당 납부필증(칩) 24개/분기 지원(월8매)   - 지원시기 : 매분기 초(분기 시작 1일 기준 거주 기초생활수급자 지원),,○ 방문신청  - 읍면 행정복지센터로 생계급여 및 의료급여 수급자격 신청  - 분기별 각 읍면 행정복지센터에서 국민기초생활수급자 중 생계급여 및 의료급여 수급권자(분기 시작 1일 기준)를 대상으로 종량제봉투 및 음식물류폐기물납부필증 지급,,,없음,해당없음,시군구,울산광역시 울주군,환경자원과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
373000000000 ,수혜적,국고보조사업,작은결혼식 지원,,[법률]건전가정의례의 정착 및 지원에 관한 법률,없음,[조례]울산광역시 울주군 출산장려 지원 조례(제23조),"○ 울주군 거주 예비부부 6쌍 - 신청일 기준으로 예비부부 중 1명 이상 울주군에 주민등록을 두고 실제 거주 중이며, 3개월 이내 혼인 신고 예정인 경우 - 단, 국제결혼은 혼인신고 이후에도 신청 가능",해당없음,"○ 예식장소 무료대관(울주군 관광지, 비상업적 공공기관) ○ 웨딩패키지(예식장 꾸밈, 예복, 헤어·메이크업 등) 지원",,"○ 방문 신청 - 시군구 : 울주군청 여성가족과 방문신청 - 구비서류 : 작은결혼식 신청서, 계획서, 동의서, 서약서",,,없음,1. 신청서2. 혼인관계증명서(상세) 1부.3. 주민등록등본 1부.,시군구,울산광역시 울주군,여성가족과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
373000000000 ,수혜적,국고보조사업,산모·신생아 건강관리사 지원(확대),,[법률]저출산ㆍ고령사회기본법||[법률]사회서비스 이용 및 이용권 관리에 관한 법률||[법률]모자보건법,없음,[조례]울산광역시 울주군 출산장려 지원 조례,"○ 첫째아 출산가정, 신청일 기준 6개월 이전부터 군에 주민등록을 두고 현재 거주 중인 산모, 산모 및 배우자 등 해당가구이 건강보험료 본인부담금 합산액이 기준중위소득 150%초과 금액에 해당하는 출산가구",해당없음,"○ 산모 건강관리 : 유방관리, 부종관리, 영양관리, 좌욕지원, 산후 위생관리○ 신생아 건강관리 : 신생아 청결·위생관리(목욕, 배꼽관리, 기저귀교체, 용품소독), 수유 및 예방접종 지원○ 산모·신생아 가사지원 : 산모 식사준비, 산모 및 신생아 주 생활공간 청소, 산모 및 신생아 의류 세탁○ 산모 정보제공 및 정서지원 : 응급상황 발견 및 대응, 감염 예방 및 관리, 정서 상태 이해 및 지지 ※ 산모·신생아 외 다른 가족 돌봄이나 일반 가사활동영역은 표준 서비스에 포함되지 않는 부가 서비스이므로 원하는 경우 별도로 추가구매가 필요함",http://www.bokjiro.go.kr,"○ 온라인 신청 - 복지로 : http://www.bokjiro.go.kr○ 방문신청 - 울주군보건소, 남부통합보건지소, 범서읍보건지소, 12개 읍면 행정복지센터○ 신청기간 :  출산예정일 40일 전~ 출산 후 30일 이내(34+2일부터 가능)",,,○ 신청기간 :  출산예정일 40일 전~ 출산 후 30일 이내(34+2일부터 가능),"○ 신분증○ (출산전)출산예정일이 기입된 임신확인서 또는 산모수첩○ (출산후)출생증명서 또는 추생아 반영된 주민등록 등본○ 가구원 분리 시 가족관계증명서○ 산모 또는 배우자가 휴직한 경우.단, 휴직기간이 1개월 이상인 시점 신청 시 재직증명서(휴직기간명시), 최근월분 급여명세서○ 맞벌이 부부 중 사업자인경우 사업자등록증 제출○ 산모 또는 배우자가 가구원이 아닌 다른 사람의 피부양자로 등재되어 있는경우 건강보험 자격 확인서, 건강보험 납부확인서 제출",시군구,울산광역시 울주군,보건과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,이용권,표출
373000000000 ,수혜적,국고보조사업,수출농가 지원,,[법률]농업ㆍ농촌 및 식품산업 기본법(제59조),없음,없음,○ 원예농가 및 수출농가,해당없음,○ 원예 수출농가에게 해외선진농업 견학 및 기술습득을 위한 경비 지원,,○ 방문 신청 - 기타 : 소속 농협 방문 신청,,,없음,수출실적 확인 서류,시군구,울산광역시 울주군,농업정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,울주군 신혼부부 주거비용 지원,,[법률]주거기본법,없음,[조례]울산광역시 울주군 출산장려 지원 조례(제10조),"○ 아래의 조건을 모두 총족한 신혼부부 - 신청일 기준 혼인신고일이 1년 이내인 신혼부부 - 신청일 기준 부부 모두 울주군에 6개월 이상 거주 중인 가구 - 부부합산소득이 기준중위소득 200%(6,176천원) 이하인 가구(2인 가구 기준)",해당없음,○ 신혼부부 가구의 소득 수준에 따라 최대 2년간 월 5만원/7만원/9만원 차등지원,,○ 방문 신청 : 주소지 관할 읍면 주민센터에 방문 신청,,,없음,1. 신청서2. 주민등록초본 각 1부.3. 주민등록등본 1부4. 혼인관계증명서(상세) 1부.5. 건강보험료 납부확인서 각 1부6. 건강보험자격확인통보서 각 1부.7. 신청인 신분증 및 통장 각 1부.,시군구,울산광역시 울주군,여성가족과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,정신질환자 치료비 지원,,[법률]정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,없음,없음,"○ 응급입원,행정입원 : 국민기초생활수급자, 차상위 계층, 건강보험 가입자(소득기준무관)○ 발병 초기 정신질환 치료비 : 조현병, 분열 및 망상장애, 기분(정동)장애일부로 최초 진단받은 후 5년 이내인 환자로서 전국가구 중위소득의 120%이하○ 외래치료 지원 치료비 : 정신건강복지법 제 64조에 따라 외래치료 지원 결정을 받은 환자로 국민기초생활수급자, 차상위 계층, 건강보험 가입자(소득기준무관)",해당없음,"○ 국민 기초생활수급자, 차상위계층, 건강보험 가입자 등에 해당하는 정신질환자에게 치료비 중 본인일부 부담금 및 가능 시 비급여 본인 부담금을 구비서류에 맞게 청구할 시 무통장입금으로 지원해 주는 서비스※생계급여를 받는 수급권자는 식대 중 본인일부부담액을 제외하고 지원",,○ 방문 신청 - 보건소 : 거주지 관할 보건소 방문,,,없음,해당없음,시군구,울산광역시 울주군,보건과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,친환경 인증 농산물 장려금 지원,,[대통령령]농산물의 생산자를 위한 직접지불제도 시행규정,없음,없음,"○ 농업인, 생산자단체, 작목반",해당없음,"○ 유기, 유기전환, 무농약 농산물 인증품을 생산하는 농업인, 생산자단체, 작목반을 대상으로 장려금 지급",,○ 방문 신청  - 주민센터 : 관할 행정복지센터 방문 신청,,,없음,해당없음,시군구,울산광역시 울주군,농업정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,울주군 신혼부부 주택 매입/전세자금 대출이자 지원,,[법률]주거기본법,없음,[조례]울산광역시 울주군 출산장려 지원 조례(제19조),"○ 아래의 조건을 모두 총족한 신혼부부 - 신청일 기준 혼인신고일이 1년 이내 또는 3개월 이내 혼인 예정인 신혼부부 - 울주군에 주거지를 마련하여 입주 예정인 가구(주택기준 충족 필요) ※ 5억원 이하이면서 계약서상 주거면적 85㎡ 이하 - 신청일 기준 부부 모두 무주택자(분양권 포함)이면서 부부합산 연 소득 1억원 이하인 신혼부부 ※ 단, 관내 분양권 가구당 1개는 인정",해당없음,"○ 신혼부부 대출 한도 최대 2억원, 대출이자 최대 2%를 최대 4년간 지원",,○ 방문 신청 - 대출상담 및 신청 : 농협은행 울주군지부 또는 울주군청출장소 - 이자지원 신청 : 울주군청 여성가족과(6층),,,없음,1. 주민등록등본 각 1부(배우자와 동일세대일 경우 1부)2. 혼인관계증명서(상세) 각 1부  - 3개월이내 혼인예정인 신혼부부는 예식장 계약서 또는 청첩장 추가 제출 필요3. 건강보험자격득실확인서 각 1부.4. 근로소득원천징수증 또는 소득금액증명원 각 1부5. 지방세 세목별(재산세) 과세 증명서 각 1부(과세지역 : 전국 / 과세연도 : 2021 ~ 2022),시군구,울산광역시 울주군,여성가족과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금(감면),표출
373000000000 ,수혜적,국고보조사업,축사 CCTV 설치 지원,,[법률]자유무역협정 체결에 따른 농어업인 등의 지원에 관한 특별법,없음,없음,○ 축사면적 250㎡ 미만 소규모 가축사육농가,해당없음,○ 관내 축사 내 CCTV 설치비용 지원,,"○ 읍,면 행정복지센터 방문 신청",,,없음,해당없음,시군구,울산광역시 울주군,축수산과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
373000000000 ,수혜적,국고보조사업,고령농가 벼 육묘 지원,,[법률]농업ㆍ농촌 및 식품산업 기본법,없음,없음,○ 관내 만 63세 이상 벼 재배 농업인,해당없음,○ 고령농가에게 벼 육묘 지원으로 노동력과 자재비 등 경영비 절감 및 고품질 쌀 생산 도모,,○ 방문 신청  - 주민센터 : 관할 행정복지센터 방문 신청,,,없음,해당없음,시군구,울산광역시 울주군,농업정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
