welfare_id,welfare_ori_id,welfare_service_name,welfare_dept_name,welfare_target_detail,welfare_crit,welfare_service_content,welfare_howto,welfare_contact,welfare_phone,welfare_site_name,welfare_site_link,welfare_service_type,welfare_service_purpose,welfare_date,welfare_view,welfare_child,welfare_female,welfare_male,welfare_family,welfare_target,welfare_life
1365,449000000120,저소득층 국민건강보험료 지원,복지정책과,"○ 지원대상
 - 만 65세이상 노인세대
 - 장애인세대
 - 한부모자격가족(조손가정)
 - 국가유공자법에 따른 세대
 - 희귀난치성 질환 및 만성질환 세대",,"○ 지원목적 : 노령, 장애로 생활에 어려움을 겪고 있는 저소득 세대에게 국민건강보험료와 장기요양보험료를 지원함으로써 시민의 건강증진과 사회복지 향상을 도모

○ 지원내용 : 보건복지부장관이 고시한 지역가입자 월별 보험료액의 하한액이하인 천안시에 거주하는 세대로 국민건강보험료 및 장기요양보험료 전액 지원","○ 방문 신청

○ 기타 
 - 전화 : 국민건강보험공단(전화번호 041-570-9152)",국민건강보험공단 천안지사,,충청남도 천안시,https://gov.kr/portal/rcvfvrSvc/dtlEx/449000000120,현금(보험),,,119,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","1, 2, 3, 4, 5, "
1366,449000000124,조손가정수당,주민복지과,○ 18세 미만 아동(조손가정),,○ 조손가정(18세 미만)  아동 월 3만원 지원,○ 방문 신청,거주지 읍면동 주민센터,,충청남도 천안시,https://gov.kr/portal/rcvfvrSvc/dtlEx/449000000124,현금,,,26,1,1,1,"1,5,6,8,10,11","0,1,3,4","1, 2, "
1367,449000000125,천안시 여성장애인 출산지원금 지원,주민복지과,○ 신생아 출생일 기준 6개월 전부터 신청일까지 계속 천안시에 주민등록을 둔 여성장애인,,"○ 여성장애인 출산비용 지원
 - 심한 장애 : 150만원
 - 심하지 않은 장애 : 120만원
 - 보건복지부 여성장애인 출산비용지원사업으로 지원받은 경우 차액 지원","○ 방문 신청 
 - 주민센터 : 주소지 읍면동 방문신청",,,충청남도 천안시,https://gov.kr/portal/rcvfvrSvc/dtlEx/449000000125,현금,,,23,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1368,449000000126,수출농산물 카달로그 및 라벨링 제작비 지원,농업정책과,○ 농식품 수출농가 및 수출업체,,○ 농식품 수출농가 및 수출업체에 수출홍보용 카달로그 등 지원,"○ 방문 신청
 - 기타 : 천안시 농업정책과 농산물유통팀으로 신청",천안시 농업정책과 농산물유통팀,,충청남도 천안시,https://gov.kr/portal/rcvfvrSvc/dtlEx/449000000126,현물,,20220103~20220228,15,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1369,449000000129,여성장애인 출산비 지원,주민복지과,"○ 장애인복지법 제32조에 따른 등록 여성장애인이면서 출산이나 임신기간 4개월 이상의 태아를 유산.사산한 자

○ 천안시에 신생아 출생일을 기준으로 6개월 전부터 신청일 현재까지 계속하여 천안시에 주민등록을 하고 거주하는 여성장애인",,"○ 장애인복지법 제32조에 따른 등록 여성장애인이면서 출산이나 임신기간 4개월 이상의 태아를 유산, 사산한 자에게 100만원 현금 지급

○ 천안시에 신생아 출생일을 기준으로 6개월 전부터 신청일 현재까지 계속하여 천안시에 주민등록을 하고 거주하는 여성장애인은 장애정도에 따라 추가지급
 - 심한장애 : 50만원
 - 심하지 않은 장애 : 20만원","○ 온라인 신청 
 - 정부24 : www.gov.kr (임신,출산관련서비스 통합처리)
 - 복지로 : http://www.bokjiro.go.kr (여성장애인출산비용지원)

○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청 (팩스/우편 불가)",,,충청남도 천안시,https://gov.kr/portal/rcvfvrSvc/dtlEx/449000000129,현금,,,14,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1370,450000000111,못자리용 인공상토 지원,농업정책과,○ 공주시에 주민등록상 주소를 두고 농업경영체 등록한 벼 재배농가,,"○ 벼 재배농가 못자리용 인공상토 지원

○ 지원대상 : 공주시에 주민등록상 주소를 두고 농업경영체 등록한 벼 재배농가

○ 지원내용 : 못자리용 인공상토 농가별 지원","○ 방문 신청 
 - 주민센터 : 관할 주민센터 신청",,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000111,현물,,,17,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1371,450000000112,벼 육묘상자처리제 지원,농업정책과,○ 공주시에 주민등록상 주소를 두고 농업경영체 등록한 벼 재배농가,,"○ 벼 재배농가 육묘상자처리제 지원

○ 지원대상 : 공주시에 주민등록상 주소를 두고 농업경영체 등록한 벼 재배농가 

○ 지원내용 : 육묘상자처리제 농가별 지원","○ 방문 신청 
 - 주민센터 : 관할 주민센터 신청",,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000112,현물,,,16,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1372,450000000113,일반 농기계 공급 지원,농업정책과,○ 공주시에 주민등록상 주소를 두고 농업경영체 등록한 농업인,,"○ 일반농기계 지원

○ 지원대상 : 공주시에 주민등록상 주소를 두고 농업경영체

○ 지원내용 : 맞춤형 농기계 지원 구입비 100만원 지원","○ 방문 신청 
 - 주민센터 : 관할 주민센터 신청",,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000113,현물,,,97,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1373,450000000114,지역생산 가축분 퇴비 구입 농가 지원,농업정책과,○ 관내 생산 유기질비료를 신청․선정된 농업경영체 등록 농업인,,"○ 지역생산 가축분 퇴비 구입 농가 지원

○ 지원대상 : 관내 생산 유기질비료를 신청․선정된 농업경영체 등록 농업인 

○ 지원기준 : 300원/포
 - 유기질비료 개인별 선정물량 범위 내에서 지원","○ 방문 신청 
 - 주민센터 : 관할 주민센터 신청",,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000114,현금,,,16,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1374,450000000115,과수재배농가 선별기 지원,농업정책과,○ 공주시에 주민등록상 주소를 두고 농업경영체 등록한 과수재배농가,,"○ 과수 재배농가 선별기 지원

○ 지원대상 : 관내 과수 재배농업인

○ 지원기준 : 1대/1,000만원 이내","○ 방문 신청 
 - 주민센터 : 관할 주민센터 신청",,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000115,현물,,,21,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1375,450000000116,치매 조기검진비 지원,치매정신과,○ 기준 중위소득 120% 이상,,"○ 치매조기검진비 지원
 - 선별검사(1차) 결과 인지저하자 대상으로 2차(진단검사),3차(감별검사) 검사시 협약병원 연계 및 비용 지원
 - 치매진단검사(2차) : 상한 15만원 이내 지원
 - 치매감별검사(3차) : 상한 8만원 이내","○ 방문 신청
 - 보건소 치매안심센터 : 거주지 관할 보건소 치매안심센터 방문",,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000116,서비스(의료),,,36,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","5, "
1376,450000000117,"과수, 원예작물 영농자재 지원",농업정책과,"○ 공주시에 주민등록상 주소를 두고 농업경영체 등록한 과수, 시설원예 농가",,"○ 과수, 원예작물 영농자재 지원

○ 지원대상 : 공주시에 주민등록상 주소를 두고 농업경영체 등록한 과수, 시설원예 농가

○ 지원내용 : 생산자재, 약제 등 지원","○ 방문 신청 
 - 주민센터 : 관할 주민센터 신청",,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000117,현물,,,27,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1377,450000000118,산모·신생아 건강관리 본인부담금 지원,건강관리과,○ 관내거주 6개월 출산가정,,○ 산모신생아도우미 본인부담금 90% 환급,○ 온라인 신청,,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000118,현금,,,23,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1378,450000000123,예비신혼부부 및 임부 검진비 지원,건강관리과,○ 관내거주 예비 신혼부부 및 임부,,○ 건강검진 쿠폰 지급,○ 방문신청,,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000123,이용권,,,36,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1379,450000000128,전입지원금 지원,여성가족과,"○ 공주시 외 타 시군에서 1년 이상 주민등록 후 공주시로 전입한 관내 고등학생, 대학(원)생, 정부기관 및 공공기관 근로자",,"○ 지원대상
 - 관외에서 1년 이상 주민등록 후 공주시로 전입하는 자
 - 관내 소재 고등학교 재학생, 대학(원)생, 정부기관 및 공공기관 근로자

○ 지원금액 : 대학생 월 7만원, 고등학생 및 근로 연 40만원(신청 시 20만원, 1년 후 20만원, 이후 6개월마다 20만원) 

○ 지원방법 : 공주페이

○ 지원기간
 - 고등학생 : 졸업시까지
 - 근로 : 최대 3년 지원 후 종료
 - 대학생 : 졸업시까지, 최대 4년","○ 온라인 신청 
 - 공주시청(https://www.gongju.go.kr/kr/sub06_01_06_05_01.do)

○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,충청남도 공주시,https://gov.kr/portal/rcvfvrSvc/dtlEx/450000000128,기타,,,69,2,1,1,"0,2,3,4,7,8,9",0,"2, 3, 4, "
1380,451000000103,태아 기형아 및 초음파 검진비 지원,건강증진과,○ 관내 등록 임산부,,"○ 태아 기형아 검진비, 초음파 검진비 지원","○ 방문 신청
 - 보건소 : 방문신청
 - 구비서류 : 신분증, 산모수첩 혹은 임신확인서",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000103,서비스(의료)||현금,,,25,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1381,451000000104,모유수유 유축기 수유컵 지원,건강증진과,○ 관내 등록 임산부,,○ 모유수유 지원,"○ 방문 신청
 - 보건소 : 보건소 방문신청
 - 구비서류 : 신분증, 산모수첩 혹은 임신확인서",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000104,현물,,,17,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1382,451000000105,참전유공자 복지수당,주민생활지원과,○ 참전유공자의 미망인,,○ 참전유공자 미망인 복지수당 : 월 10만원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000105,현금,,,12,2,1,1,"0,2,3,4,5,7,8,9",5,"1, 2, 3, 4, 5, "
1383,451000000106,생일축하금 지원,주민생활지원과,○ 참전유공자,,○ 참전유공자 생일축하금 : 연 1회 생일이 속한 달 10만원,"○ 개인 신청절차 없음
- 참전명예수당 신청시 자동신청(별도신청 불필요)

○ 방문 신청
 - 주민센터 : 참전명예수당은 거주지 관할 읍면동 주민센터에 방문 신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000106,현금,,,29,2,1,1,"0,2,3,4,5,7,8,9",5,"5, "
1384,451000000112,효도수당,사회복지과,○ 4대 이상이 실제 거주하면서 같은 세대에 주민등록이 되어 있는 가정에서 70세 이상의 직계존속을 부양하는 사람,,"○ 지원대상 : 4대 이상 가정의 70세 이상 어르신

○ 지원내용 : 1명당 월 5만원 지원","○ 방문 신청 
 - 주민센터 : 읍·면·동 주민센터 방문신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000112,현금,,,54,1,1,1,"1,5,6,9,10,11","0,1,3,4","5, "
1385,451000000113,인구증가시책 귀농인 정착금 지원,농업지원과,○ 타 지자체 도시지역에서 1년 이상 거주 후 보령시 농촌지역으로 전입한 지 1년 이내 귀농 세대주,,○ 타 지자체에서 전입한 귀농세대에 정착금 50만원 지원,"○ 방문 신청 
 - 주민센터 : 관할 주소지 읍면동 행정복지센터 방문 신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000113,현금,,○ 보령시 농촌지역 전입일 기준 1년 이내 ,23,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1386,451000000114,귀어업인 정착금 지원,수산과,○ 다른 지자체 도시지역에서 1년 이상 거주 후 보령시 농어촌지역으로 전입한 세대주(어업경영체등록자),,○ 전입 후 1년 이내에 귀어세대 당 50만원 지급,"○ 방문 신청 
 - 주민센터 : 전입 후 1년 이내 신청(주소지 관할 읍면동사무소)",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000114,현금,,,21,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1387,451000000121,신혼부부 산전검사 및 물품 지원,건강증진과,○ 관내에 주민등록(법인주소지)을 두고 실제 거주하고 있는 신혼부부,,○ 신혼부부 산전검사 및 물품지원,"○ 방문 신청 
 - 보건소 : 보건소 방문신청
 - 구비서류 : 신분증, 산모수첩 혹은 임신확인서",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000121,현물,,,41,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","2, 3, 4, "
1388,451000000123,양돈농가 PRRS 백신 지원,축산과,○ 관내 양돈농가(모존 250두 미만 사육농가),,"○ 돼지생식기호흡기증후근(PRRS) 예방백신 지원
 - 대상 : 관내 모돈 250두 미만 양돈농가
 - 사업비 : 6,000만원(보조 50%, 자담 50%)","○ 방문 신청 
 - 주민센터 : 읍면사무소 방문 신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000123,현금,,20220120~20220210,15,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1389,451000000129,임산부 출산용품 및 안전벨트 지원,건강증진과,○ 관내 등록 임산부,,"○ 임산부 출산용품, 임산부 안전벨트 지원","○ 방문 신청 
 - 보건소 : 보건소 방문신청
 - 구비서류 : 신분증, 산모수첩 혹은 임신확인서",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000129,현금,,,27,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1390,451000000130,송아지 설사호흡기 예방제(보비글로빈) 지원,축산과,○ 소 사육농가,,"○ 면역항체(보비글로블린) 함유 주사제 지원
 - 대상 : 소 사육농가
 - 사업비 : 4,000만원(보조 50%, 자담 50%)
 - 지원단가 : 10,000원/두(50,000원/병)","○ 방문 신청 
 - 주민센터 : 읍면사무소 방문 신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000130,현금,,20220120~20220210,16,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1391,451000000134,보훈명예수당,주민생활지원과,○ 참전유공자를 제외한 국가유공자,,○ 국가유공자 보훈명예수당 : 월 10만원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000134,현금,,,83,2,1,1,"0,2,3,4,5,7,8,9",5,"1, 2, 3, 4, 5, "
1392,451000000136,참전명예수당,주민생활지원과,○ 참전유공자,,○ 참전명예수당 : 월 20만원 지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000136,현금,,,69,2,1,1,"0,2,3,4,5,7,8,9",5,"1, 2, 3, 4, 5, "
1393,451000000137,산후조리 비용 본인부담금 지원,건강증진과,○ 관내에 주민등록(법인주소지)을 두고 실제 거주하고 있는 산모,,○ 산후조리 비용 본인부담금 지원,"○ 방문 신청
 - 보건소 : 보건소 방문신청
 - 구비서류 : 지원 신청서, 영수증, 통장사본, 주민등록등본 혹은 초본",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000137,현금,,,52,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1394,451000000138,근로자 이주 정착지원금 지급,지역경제과,"○ 근로자 이주정착 지원금
 -  「산업집적활성화 및 공장설립에 관한 법률」에 의거 보령시 관내에 공장 등록 등을 완료하고 정상 가동 중인 기업의 근로자(보령시 관내에 주민등록을 이전한 지 2년 이내)에게 지원",,"○ 근로자 이주정착 지원금
 - 1년 이상 주민등록 유지 의향시 전입세대원 1인당 50만원(1년 더 유지 의향 시 50만원을 추가로 신청 가능)
 - 2년 이상 주민등록 유지 의향시 전입세대원 1인당 100만원
 - 전입세대원이 5명 이상이고 모든 전입세대원이 2년 이상 주민등록 유지 의향시 다섯번째 전입세대원부터 1인당 200만원
 - 전입 후 세대원 모두 3년 이상 주민등록 유지 시 : 세대당 50만원
 - 이주정착지원금은 관내로 주민등록을 이전한 후 2년 이내에 신청하여야 하여야 한다. 다만, 전입 신고일을 기준으로 5년 이전에 시에 거주한 경우는 지급 대상에서 제외 한다.

○ 반 환 대 상
 - 이주정착지원금을 받은 직원이 주소유지기간 이내에 퇴사, 이직, 타 지역으로의 이주 등으로 주민등록 이전이 확인되면 이전기업의 책임으로 지원금을 시장에게 반환하여야 함.(사망 등 부득이한 경우는 제외한다)","○ 방문 신청
 - 시군구 : 관할 군청 방문",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000138,현금,,,258,2,1,1,"0,2,3,4,7,8,9",4,"2, 3, 4, 5, "
1395,451000000140,지역화폐(보령사랑상품권),지역경제과,○ 만19세 이상 성년,,"○ 보령사랑상품권(지류, 모바일) 구매 시 5% 할인(특별할인 시 10%까지 할인 가능)
○ 월 구매한도(지류, 모바일): 1인당 총 70만원(특별한도증액(중기부와 협의 필요) 시 총 100만원까지 구매 가능)
○ 연 구매한도(지류, 모바일): 1인당 총 840만원","○ 온라인 신청 
 - 판매대행점 및 온라인(Chak) 구매",판매대행점 및 온라인(Chak),,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000140,이용권,,,465,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","2, 3, 4, 5, "
1396,451000000142,출산양육지원금 지원,사회복지과,○ 자녀와 보호자가 함께 보령시에 주소를 두고 실제 거주하고 있는 경우,,"○ 출산양육지원금 지원
 - 첫째(100만원), 둘째(300만원), 셋째(500만원), 넷째(1,500만원), 다섯째 이상(3,000만원)
 ※ 첫째, 둘째는 5년, 셋째부터는 10년간 분할하여 매년 생일있는 달에 지급","○ 방문 신청 
 - 주민센터 : 읍·면·동 주민센터 방문신청

○ 온라인신청
 - 정부24 : 온라인신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000142,현금,,지원대상 자녀 출생일을 기준으로 1년이내에 신청,56,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1397,451000000143,다자녀가정·임신부 바우처카드 발급,기획감사실,"○ 다자녀가정
 - 관내 주소이면서, 둘째 이상 자녀를 출산 또는 입양하여 양육하는 가정 중 막내가 만 18세 이하인 가정

○ 임신부
 - 관내 주소이면서 산부인과 또는 보건소에 등록된 임신부",,○ 연 10만 원 상당 바우처카드 지원,"○ 방문 신청 
 - 관할 읍면동 행정복지센터 방문 신청",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000143,이용권,,,147,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1398,451000000145,"로타바이러스 예방접종(로타텍 ○, 로타릭스 X)",보건행정과,"- 접종일 당시 보령시에 주민등록을 두고 거주하는 생후 8개월 미만 영아
  (부모 중 한 명도 보령시에 주민등록이 있어야 함.)
 ※ 접종일 당시 8개월 0일 넘지 않아야 함.(접종 연령‘8개월 1일’부터 무료 접종 안됨.)
 ※ 최소 접종 연령은 생후 6주이며 생후 15주 0일 이후에는 접종 시행 안 함.",,접종일 당시 보령시에 주민등록을 두고 거주하는 생후 8개월 미만 영아의 로타바이러스 발생률 감소 도모,"○ 방문 신청
 - 기타 : 위탁의료기관(웅천 엄지의원, 041-936-5075)","위탁의료기관(웅천 엄지의원, 041-936-5075)",,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000145,서비스(의료),,,19,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","1, "
1399,451000000146,산모·신생아 동반 자녀 돌봄 지원,건강증진과,○ 관내에 주민등록(법인주소지)을 두고 실제 거주하고 있는 산모,,○ 산모 신생아 동반 자녀 돌봄 지원,"○ 방문 신청 
 - 보건소 : 보건소 방문신청
 - 구비서류 : 지원 청구서, 산모 신생아 건강관리 서비스 제공기록지",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000146,이용권,,,17,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1400,451000000147,양돈농가 울타리 지원,축산과,○ 보령시 관내에 주민등록(법인주소지)을 두고 축산업허가를 득한 양돈농가,,"○ 멧돼지 침입방지 울타리 설치 지원
 - 대상 : 양돈농가
 - 수량 : 8개소
 - 규격 : 높이 1.8m 이상 금속성 철망 등
 - 단가 : 1,250만원(보조 50%, 자담 50%)/개소","○ 방문 신청 
 - 주민센터 : 농장 소재지 읍면동을 방문하여 신청서 제출
 - 구비서류 : 견적서(2인 이상), 약식설계도",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000147,현물,,,15,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1401,451000000149,산모·신생아 건강관리 지원(확대),건강증진과,○ 산모 및 배우자 등 해당가구이 건강보험료 본인부담금 합산액이 기준중위소득 150% 초과 금액에 해당하는 출산가구,,"○ 산모 건강관리 : 유방관리, 부종관리, 영양관리, 좌욕지원, 산후 위생관리

○ 신생아 건강관리 : 신생아 청결·위생관리(목욕, 배꼽관리, 기저귀교체, 용품소독), 수유 및 예방접종 지원

○ 산모·신생아 가사지원 : 산모 식사준비, 산모 및 신생아 주 생활공간 청소, 산모 및 신생아 의류 세탁

○ 산모 정보제공 및 정서지원 : 응급상황 발견 및 대응, 감염 예방 및 관리, 정서 상태 이해 및 지지
※ 산모·신생아 외 다른 가족 돌봄이나 일반 가사활동영역은 표준 서비스에 포함되지 않는 부가 서비스이므로 원하는 경우 별도로 추가구매가 필요함

○ 기준중위소득 150% 초과 가구 대상","○ 방문 신청 및 온라인 신청 가능
 - 정부24 : www.gov.kr",,,충청남도 보령시,https://gov.kr/portal/rcvfvrSvc/dtlEx/451000000149,이용권,,,37,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
1402,452000000104,국가보훈대상자 장례비 지원,사회복지과,○ 국가보훈대상자 유가족,,○ 국가보훈대상자 사망시 장례비 50만원 지급,"○ 방문 신청
 - 주민센터 : 관할 읍면동 행정복지센터 신청",,,충청남도 아산시,https://gov.kr/portal/rcvfvrSvc/dtlEx/452000000104,현금,,,18,2,1,1,"0,2,3,4,5,7,8,9",5,"1, 2, 3, 4, 5, "
1403,452000000108,아산시 출산장려금 지원,여성복지과,"○ 아산시에 주민등록상 출생한 영아(12개월미만)
주민등록상 출생 신고한 영아를 부양하는 가정으로서 영아 출생일을 기준으로 6월전부터 신청일 현재까지 계속하여 관내에 주민등록을 두고 거주하며, 출산장려금 지원일 현재 거주하고있는 가정으로 한다.",,"○ 아산시 출산 자녀 가정에 첫째 30만원, 둘째 50만원, 셋째 100만원, 넷째 이상 200만원 지급
 - 아산시 출생신고 및 주민등록 ,출산일 기준 아산시  6개월 거주기간 조건","○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 행정복지센터 신청",,,충청남도 아산시,https://gov.kr/portal/rcvfvrSvc/dtlEx/452000000108,기타,,,62,2,1,1,"0,2,3,4,7,8,9",5,"1, "
1404,452000000109,농업인 월급제 지원,먹거리정책과,"○ 아산시에 주민등록을 두고 벼 4,000㎡이상 재배농업인",,○ 벼 수매대금의 70%를 봄부터 수확기까지 매별 선지급,"○ 방문 신청
 - 기타 : 지역 농협",지역농협,,충청남도 아산시,https://gov.kr/portal/rcvfvrSvc/dtlEx/452000000109,현금,,,18,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
1405,452000000110,참전유공자수당,사회복지과,○ 국가보훈처에 참전유공자로 등록된 사람,,○ 참전유공자 수당 대상자에게 매월 20만원 지급,"○ 방문 신청
 - 주민센터 : 관할 읍면동 행정복지센터 신청",,,충청남도 아산시,https://gov.kr/portal/rcvfvrSvc/dtlEx/452000000110,현금,,,13,2,1,1,"0,2,3,4,5,7,8,9",5,"1, 2, 3, 4, 5, "
1406,452000000113,장애행복수당,경로장애인과,"○ 저소득 재가 경증장애인 중 만18세이상 수급자 및 차상위계층

   - 장애수당 지급 대상자(시설수급자 제외)에게 추가지원(20,000원)",,○ 저소득 재가 경증장애인 중 만 18세 이상 수급자 및 차상위계층에게 월 2만원 지급,"○ 개인 신청절차 없음
 - 장애수당(기초,차상위) 대상자에게 읍면동행정복지센터에서 직권으로 지급",신청 접수 대상 아님,,충청남도 아산시,https://gov.kr/portal/rcvfvrSvc/dtlEx/452000000113,현금,,직권지급,27,2,1,1,"0,2,3,4,6,7,8,9",5,"2, 3, 4, 5, "
1407,452000000115,친환경농업 청년농부 영농정착 지원,농정과,○ 아산시 관내의 선정된 친환경 청년농부,,○ 청년농부의 영농초기 친환경 농업 유도를 위한 농자재 지원,"○ 방문 신청
 - 주민센터 : 관할 읍면의 행정복지센터",,,충청남도 아산시,https://gov.kr/portal/rcvfvrSvc/dtlEx/452000000115,기타||현물,,20220124~20220210,14,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, "
1408,452000000119,충청남도 참전명예(복지)수당,사회복지과,○ 만 80세 이상 참전유공자 및 사망한 참전유공자 배우자,,"○ 만 80세 이상 참전유공자 매월 3만원 지급, 만 80세 이상 사망한 참전유공자의 배우자에게 매월 2만원 복지수당 지급","○ 방문 신청 
 - 주민센터 : 관할 읍면동 행정복지센터 신청",,,충청남도 아산시,https://gov.kr/portal/rcvfvrSvc/dtlEx/452000000119,현금,,,15,2,1,1,"0,2,3,4,5,7,8,9",5,"5, "
1409,452000000121,고령농업인 영농비 지원,농정과,"○ 농업경영체등록된 자로서 아산에 거주하면서 아산에 영농(1,000㎡이상 3,500㎡이하)을 하는 농업인 중 1951.1.1.이전 출생자(2021.1.1.기준)",,"○ 농업경영체등록된 자로서 아산에 거주하면서 아산에 영농(1,000㎡ 이상 3,500㎡ 이하)을 하는 농업인 중 1951.1.1.이전 출생자(2021.1.1.기준)에게 논 150원/㎡, 밭 100원/㎡ 지원

 ※ 예산의 범위내에서 변경 될수 있음","○ 방문 신청 
 - 주민센터 : 농지소재지 읍면동 행정복지센터 신청",,,충청남도 아산시,https://gov.kr/portal/rcvfvrSvc/dtlEx/452000000121,현물,,20220223~20220323,23,2,1,1,"0,2,3,4,7,8,9",3,"5, "
1410,452000000124,청년창업농 융자금 이자 지원,농촌자원과,○ 후계농 융자금 실행한 만40세미만 청년농업인,,○ 후계농 융자금 이자납부의 50% 지원,"○ 방문신청
 - 기타 : 아산시 농업기술센터
 - 당해년도 후계농업경영인 융자금 이자 상환 후 사업신청서 및 증빙서류 제출",아산시 농업기술센터 농촌자원과 ,,충청남도 아산시,https://gov.kr/portal/rcvfvrSvc/dtlEx/452000000124,현금||현금(융자),,,17,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, "
